painter,painterLabel,date_of_birth,image,place_of_birth,place_of_birthLabel,movement,movementLabel,coordinate_location
http://www.wikidata.org/entity/Q157321,Francis Picabia,1879-01-22T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Picabia%2C%20photograph%20published%20in%20Les%20Peintres%20Cubistes%2C%201913.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q6034,Dada,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q46139,Man Ray,1890-08-27T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Man%20Ray%20Salvador%20Dali%20%28cropped%29.jpg,http://www.wikidata.org/entity/Q1345,Philadelphia,http://www.wikidata.org/entity/Q6034,Dada,Point(-75.163611111 39.952777777)
http://www.wikidata.org/entity/Q153739,Jean Arp,1886-09-16T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Arp.JPG,http://www.wikidata.org/entity/Q6602,Strasbourg,http://www.wikidata.org/entity/Q6034,Dada,Point(7.752222222 48.573333333)
http://www.wikidata.org/entity/Q154842,Max Ernst,1891-04-02T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Ernst%201968.jpg,http://www.wikidata.org/entity/Q7036,Brühl,http://www.wikidata.org/entity/Q6034,Dada,Point(6.9 50.833333333)
http://www.wikidata.org/entity/Q5912,Marcel Duchamp,1887-07-28T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Marcel%20Duchamp%2001.jpg,http://www.wikidata.org/entity/Q475617,Blainville-Crevon,http://www.wikidata.org/entity/Q6034,Dada,Point(1.300833333 49.503333333)
http://www.wikidata.org/entity/Q435558,Suzanne Duchamp,1889-10-20T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Louise%20Norton-Var%C3%A8se%2C%20Edgard%20Var%C3%A8se%2C%20Suzanne%20Duchamp%2C%20Jean%20Crotti%2C%20and%20Mary%20Reynolds.jpg,http://www.wikidata.org/entity/Q475617,Blainville-Crevon,http://www.wikidata.org/entity/Q6034,Dada,Point(1.300833333 49.503333333)
http://www.wikidata.org/entity/Q93692,Élisabeth Sophie Chéron,1648-10-03T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lisabeth-Sophie%20Ch%C3%A9ron.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q9730,classical music,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q717141,Georges Migot,1891-02-27T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Migot%20compositeur%201.jpg,http://www.wikidata.org/entity/Q169293,11th arrondissement of Paris,http://www.wikidata.org/entity/Q9730,classical music,Point(2.379305555 48.858677777)
http://www.wikidata.org/entity/Q5233,François-Édouard Picot,1786-10-17T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois-Edouard%20Picot%20BNF%20Gallica.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q5233,François-Édouard Picot,1786-10-17T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Picot%2C%20Fran%C3%A7ois%20Edouard.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q83155,Jacques-Louis David,1748-08-30T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Self%20Portrait.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q118810,Marie-Guillemine Benoist,1768-12-18T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Marie-Guillemine%20Benoist%20-%20Self-portrait%2C%201786.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q213163,Élisabeth Louise Vigée Le Brun,1755-04-16T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lisabeth%20Vig%C3%A9e-Lebrun%20-%20selfportrait%20%28Kimbell%20Art%20Museum%2C%201781-2%29.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q216999,Antoine-Jean Gros,1771-03-16T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Gros%20Portrait%20%C3%A0%20l%27%C3%A2ge%20de%20vingt%20ans%20%28RO%20109%29.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q245624,Merry-Joseph Blondel,1781-07-25T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%2C%201817%20-%20Merry-Joseph%20Blondel.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q281998,Jean-Baptiste Debret,1768-04-18T00:00:00Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanbaptistedebret.jpg,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q14378,neoclassicism,Point(2.352222222 48.856666666)
